PWSID,Name,County,FedBgnDt,FedEndDt,VioType,VioName,Analyte,AnalyteCode,count
MO6213173   ,BALDUCCI VINEYARDS,ST CHARLES,01-Aug-16,31-Aug-16,1A,"MCL, E. COLI, POS E COLI (RTCR)",E. COLI,3014,2
MO6242645   ,CAMP TRINITY,FRANKLIN,01-Mar-13,31-Mar-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,2
MO6242645   ,CAMP TRINITY,FRANKLIN,01-Sep-14,30-Sep-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,2
MO6282894   ,LOUTRE MARKET,MONTGOMERY,01-May-15,31-May-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,2
MO6282894   ,LOUTRE MARKET,MONTGOMERY,01-May-13,31-May-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,2
MO6283166   ,MONTELLE WINERY,ST CHARLES,01-Jan-16,31-Jan-16,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,2
MO6283166   ,MONTELLE WINERY,ST CHARLES,01-Feb-16,29-Feb-16,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,2
MO1010061   ,BELTON,CASS,01-Oct-14,31-Oct-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO1010184   ,CONCORDIA,LAFAYETTE,01-Sep-14,30-Sep-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO1010191   ,CRAIG,HOLT,01-Jul-15,31-Jul-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO1010225   ,DREXEL,CASS,01-Sep-15,30-Sep-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO1010237   ,EDGERTON,PLATTE,01-Jul-14,31-Jul-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO1010320   ,GRAIN VALLEY,JACKSON,01-Jul-15,31-Jul-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO1010748   ,SMITHVILLE,CLAY,01-Apr-14,30-Apr-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO1010865   ,WINDSOR,HENRY,01-Jul-15,31-Jul-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO1021175   ,HENRY CO PWSD 4,HENRY,01-Feb-14,28-Feb-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO1024009   ,ATCHISON COUNTY PWSD 1,ATCHISON,01-Oct-14,31-Oct-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO1024117   ,CASS CO PWSD 5,CASS,01-Sep-15,30-Sep-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO1024186   ,DAVIESS CO PWSD 1,DAVIESS,01-Jun-15,30-Jun-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO1024278   ,JACKSON CO PWSD 12,JACKSON,01-Jul-15,31-Jul-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO1024279   ,JACKSON CO PWSD 13,JACKSON,01-Jul-15,31-Jul-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO1024326   ,LAF/JO/SALINE CO CONS PWSD 2,LAFAYETTE,01-Sep-15,30-Sep-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO1024428   ,NODAWAY CO PWSD 1,NODAWAY,01-Oct-15,31-Oct-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO1031542   ,OAKWOOD WATER ASSOCIATION,HENRY,01-Nov-15,30-Nov-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO1041187   ,I 70 MOBILE CITY MHP,LAFAYETTE,01-Jun-15,30-Jun-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO1041587   ,WOOLERY MHP,PETTIS,01-Oct-14,31-Oct-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO1212952   ,FERGERSONS RENTAL AND FERGS DINER,BENTON,01-Jun-14,30-Jun-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO1271508   ,NEW HOME BAPTIST CHURCH,BENTON,01-Oct-14,31-Oct-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO1272844   ,ABUNDANT LIFE CHRISTIAN CHURCH,BENTON,01-Jun-15,30-Jun-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO1272873   ,CAMP BRANCH BAPTIST CHURCH,PETTIS,01-Apr-15,30-Apr-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO1292877   ,PUMP N MUNCH,BENTON,01-Aug-13,31-Aug-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO2010093   ,BOWLING GREEN,PIKE,01-Sep-13,30-Sep-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO2010224   ,DOWNING,SCHUYLER,01-Oct-15,31-Oct-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO2010420   ,KEYTESVILLE,CHARITON,01-Nov-15,30-Nov-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO2024346   ,LINN CO CONS PWSD 1,LINN,01-Jul-15,31-Jul-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO2041594   ,LINN ACRES,OSAGE,01-Mar-15,31-Mar-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO3010054   ,BELLE,MARIES,01-Jun-13,30-Jun-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO3010196   ,CROCKER,PULASKI,01-Sep-13,30-Sep-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO3010240   ,ELDON,MILLER,01-Feb-13,28-Feb-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO3010386   ,HUGHESVILLE,PETTIS,01-Jul-15,31-Jul-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO3010400   ,IONIA,BENTON,01-Oct-14,31-Oct-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO3010441   ,LAKE OZARK,MILLER,01-Jul-14,31-Jul-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO3010469   ,LINCOLN,BENTON,01-Dec-15,31-Dec-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO3010517   ,META,OSAGE,01-Sep-14,30-Sep-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO3010535   ,MOKANE WATER CO OP,CALLAWAY,01-Aug-14,31-Aug-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO3010712   ,ST JAMES,PHELPS,01-Oct-14,31-Oct-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO3010783   ,SYRACUSE,MORGAN,01-Oct-14,31-Oct-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO3010791   ,TIPTON,MONITEAU,01-May-15,31-May-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO3010831   ,WARDSVILLE,COLE,01-May-16,31-May-16,1A,"MCL, E. COLI, POS E COLI (RTCR)",E. COLI,3014,1
MO3021138   ,MARIES CO PWSD 1 NORTH,MARIES,01-Jul-14,31-Jul-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO3024090   ,CAMDEN CO PWSD 1,CAMDEN,01-Apr-15,30-Apr-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO3024396   ,MONITEAU CO PWSD 2,MONITEAU,01-Jul-15,31-Jul-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO3024465   ,PHELPS CO PWSD 1,PHELPS,01-Sep-15,30-Sep-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO3024492   ,PULASKI CO PWSD 3,PULASKI,01-Aug-15,31-Aug-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO3031091   ,GREENVIEW BAY SUBD,CAMDEN,01-Apr-15,30-Apr-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO3031207   ,HIDDEN OAKS ESTATES,CAMDEN,01-Aug-14,31-Aug-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO3031242   ,SERENITY BAY SUBD,CAMDEN,01-Sep-13,30-Sep-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO3031246   ,TOWN OF MARTIN,MARIES,01-Oct-13,31-Oct-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO3031280   ,SYLVAN BAY SUBDIVISION,CAMDEN,01-Sep-13,30-Sep-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO3031299   ,GOLDEN GLADE WATER SYSTEM,CAMDEN,01-Feb-15,28-Feb-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO3031366   ,THE MISSING WELL,BENTON,01-Aug-15,31-Aug-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO3036066   ,SOUTHWOOD ACRES SUBD,PETTIS,01-Jul-13,31-Jul-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO3036151   ,GLADLO WATER & SEWER INC,PHELPS,01-Jul-13,31-Jul-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO3069013   ,GREAT CIRCLE,PHELPS,01-Nov-13,30-Nov-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO3112282   ,USACE TRUMAN BERRY BEND,BENTON,01-Oct-13,31-Oct-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO3171146   ,COLE R V SCHOOL,COLE,01-Feb-13,28-Feb-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO3181615   ,DIAMOND PET FOODS,OSAGE,01-May-14,31-May-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO3190082   ,KOLBS LAKESIDE RESORT LLC,BENTON,01-Aug-15,31-Aug-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO3190749   ,OZARK VILLAGE RESORT,CAMDEN,01-Jun-14,30-Jun-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO3190770   ,SUNSET INN RESORT,CAMDEN,08-Sep-16,,2A,"LEVEL 1 ASSESS, TC POS RT NO RPT (RTCR)",REVISED TOTAL COLIFORM RULE (RTCR),8000,1
MO3190842   ,ROCK HARBOR RESORT,MORGAN,01-Sep-14,30-Sep-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO3190845   ,SKIPPYS ROUTE 66 INN,CRAWFORD,01-Aug-14,31-Aug-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO3190902   ,HEAD WATERS MOTEL,BENTON,01-Jun-15,30-Jun-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO3191470   ,LOST VALLEY LAKE RESORT,GASCONADE,01-Dec-15,31-Dec-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO3192146   ,POINT RANDALL RESORT,CAMDEN,01-Apr-13,30-Apr-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO3192351   ,DOGWOOD ACRES RESORT,CAMDEN,01-Aug-13,31-Aug-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO3202484   ,OAK HILLS COUNTRY CLUB,PULASKI,01-Aug-14,31-Aug-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO3210269   ,BENTON HOUSE,BENTON,01-Dec-15,31-Dec-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO3210904   ,LAKE HILLS MOTEL,BENTON,01-Jun-14,30-Jun-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO3211098   ,54 DINER,CAMDEN,01-Aug-13,31-Aug-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO3211391   ,TIREBITERS,CAMDEN,01-Jun-14,30-Jun-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO3211505   ,DI TRAPANI ITALIAN BISTRO,PULASKI,01-Aug-13,31-Aug-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO3212294   ,BACKWATER JACKS BAR & GRILL,CAMDEN,01-May-13,31-May-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO3212427   ,LAKE BREEZE TERRACE,CAMDEN,01-Feb-16,29-Feb-16,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO3212560   ,LAKE HOUSE CAFE,MORGAN,01-Apr-15,30-Apr-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO3212581   ,BULLDOGS BEACHHOUSE,CAMDEN,01-Jul-15,31-Jul-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO3218012   ,HURRICANE DOLLYS,CAMDEN,01-Jun-16,30-Jun-16,1A,"MCL, E. COLI, POS E COLI (RTCR)",E. COLI,3014,1
MO3218100   ,FATTIES RENDEZVOUS,CAMDEN,01-Apr-13,30-Apr-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO3231654   ,RUNAWAY II RESORT,CAMDEN,01-Sep-14,30-Sep-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO3238024   ,ST MORITZ ESTATES CONDO,CAMDEN,01-Nov-13,30-Nov-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO3238026   ,LAKE VALLEY CONDOMINIUM,CAMDEN,01-Aug-14,31-Aug-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO3238042   ,OSAGE BEACH HARBOR SUBD,CAMDEN,01-Jun-14,30-Jun-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO3241036   ,GARRISONS CAMPGROUND AND  CANOE RENTAL,CRAWFORD,01-May-16,31-May-16,1A,"MCL, E. COLI, POS E COLI (RTCR)",E. COLI,3014,1
MO3241706   ,ANGLERS CAMP,BENTON,01-Oct-15,31-Oct-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO3241749   ,CAMP BAGNELL,MILLER,10-Oct-16,,2A,"LEVEL 1 ASSESS, MULTIPLE TC POS (RTCR)",REVISED TOTAL COLIFORM RULE (RTCR),8000,1
MO3241751   ,LAZY RIVER RESORT,MILLER,01-Jul-13,31-Jul-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO3242487   ,OSAGE BLUFF STUFF,BENTON,01-Apr-14,30-Apr-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO3248177   ,LINN CREEK CAMPGROUND,CAMDEN,01-Aug-13,31-Aug-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO3248239   ,CAMP HERITAGE,CAMDEN,01-Jun-15,30-Jun-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO3250819   ,COOL VALLEY 2014,MORGAN,01-Sep-13,30-Sep-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO3252169   ,LUCKY POINT,MORGAN,01-Nov-15,30-Nov-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO3252600   ,OSAGE COMMUNITY ELKS LODGE 2705,MORGAN,01-Jun-14,30-Jun-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO3262592   ,OXFORD PEACEFUL VALLEY RESORT,MORGAN,01-Jun-15,30-Jun-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO3270289   ,CEDAR GROVE BAPTIST CHURCH,BENTON,01-Sep-13,30-Sep-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO3272482   ,SHEPHERD OF THE HILLS LUTHERAN CHURCH,GASCONADE,01-Sep-14,30-Sep-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO3281109   ,AMERICAN LEGION POST 217,BENTON,01-Jul-15,31-Jul-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO4010022   ,ARBYRD,DUNKLIN,01-Jul-15,31-Jul-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO4010073   ,BISMARCK,ST FRANCOIS,01-Oct-15,31-Oct-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO4010170   ,CLARKTON,DUNKLIN,01-Apr-15,30-Apr-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO4010255   ,ESSEX,STODDARD,01-Aug-13,31-Aug-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO4010278   ,FISK,BUTLER,01-Sep-14,30-Sep-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO4010304   ,GIDEON,NEW MADRID,01-Jun-13,30-Jun-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO4010370   ,HOLCOMB,DUNKLIN,01-Aug-15,31-Aug-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO4010483   ,MARBLE HILL SOUTH,BOLLINGER,01-Sep-15,30-Sep-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO4010496   ,MARBLE HILL NORTH,BOLLINGER,01-Sep-15,30-Sep-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO4010501   ,MARQUAND,MADISON,01-Jul-14,31-Jul-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO4010531   ,MINER,SCOTT,01-Jun-14,30-Jun-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO4010636   ,PERRYVILLE,PERRY,01-Jul-13,31-Jul-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO4010721   ,SALEM,DENT,01-Dec-15,31-Dec-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO4010743   ,SIKESTON,SCOTT,01-Sep-13,30-Sep-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO4010883   ,BUNKER,DENT,01-Aug-13,31-Aug-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO4020601   ,PILOT KNOB RURAL WD 1 N & S,IRON,01-May-13,31-May-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO4021447   ,WASHINGTON CO PWSD 2,WASHINGTON,01-Apr-13,30-Apr-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO4021451   ,PILOT KNOB RURAL WD 1  DOE RUN AREA,ST FRANCOIS,01-Feb-14,28-Feb-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO4021566   ,SCOTT CO PWSD 4,SCOTT,01-Jul-15,31-Jul-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO4024206   ,DUNKLIN CO PWSD 1,DUNKLIN,01-Aug-13,31-Aug-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO4024209   ,DUNKLIN CO PWSD 3 SOUTH,DUNKLIN,01-Jul-13,31-Jul-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO4024267   ,HOWELL OREGON CO PWSD 2  NORTH,HOWELL,01-Nov-13,30-Nov-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO4024418   ,NEW MADRID CO PWSD 4,NEW MADRID,01-Mar-13,31-Mar-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO4024419   ,NEW MADRID CO PWSD 5,NEW MADRID,01-Apr-15,30-Apr-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO4024539   ,ST FRANCOIS CO PWSD 2,ST FRANCOIS,01-Sep-14,30-Sep-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO4024543   ,STE GENEVIEVE CO PWSD 1 SC,STE GENEVIEVE,01-Aug-14,31-Aug-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO4024544   ,STE GENEVIEVE CO PWSD 1  NORTH,STE GENEVIEVE,01-Jun-14,30-Jun-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO4024581   ,STODDARD CO PWSD 1,STODDARD,01-Sep-14,30-Sep-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO4024583   ,STODDARD CO PWSD 3,STODDARD,01-Oct-15,31-Oct-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO4031453   ,WESTLAKE MEADOWS SUBDIVISION,CAPE GIRARDEAU,01-Aug-15,31-Aug-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO4031614   ,NEW HAMBURG - CENTRAL,SCOTT,01-Jan-16,31-Jan-16,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO4036146   ,LAKE FOREST ESTATES,STE GENEVIEVE,01-Sep-13,30-Sep-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO4036226   ,S K & M WATER CO INC,PERRY,01-Aug-13,31-Aug-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO4040818   ,CABREVA ACRES,WASHINGTON,01-Jul-13,31-Jul-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO4043109   ,ROUTE 66 HOMES,CRAWFORD,01-Nov-14,30-Nov-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO4069040   ,BELLEVIEW VALLEY NURSING HOME,IRON,01-Apr-15,30-Apr-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO4100015   ,USFS SUTTON BLUFF REC AREA,REYNOLDS,01-Oct-13,31-Oct-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO4100019   ,USFS MARKHAM SPRING,WAYNE,01-Apr-14,30-Apr-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO4100025   ,USFS DEER LEAP CAMPGROUND,RIPLEY,01-Sep-15,30-Sep-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO4100065   ,USFS GREER CROSSING,OREGON,01-Aug-15,31-Aug-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO4170524   ,NANAS BRICK OVEN,ST FRANCOIS,01-Jun-15,30-Jun-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO4171176   ,SOUTH FORK ELEM SCHOOL,HOWELL,01-Mar-16,31-Mar-16,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO4171180   ,BELLEVIEW ELEM SCHOOL,IRON,01-Nov-15,30-Nov-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO4172516   ,KINGSTON K 14 SCHOOL PRIMARY,WASHINGTON,01-Sep-13,30-Sep-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO4172969   ,HARVEST CHRISTIAN CENTER,ST FRANCOIS,01-May-15,31-May-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO4173128   ,INKNOWVATIONS ACADEMY,PHELPS,01-Sep-14,30-Sep-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO4181392   ,BUCHHEIT INC,PERRY,01-Mar-15,31-Mar-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO4202634   ,DOE RUN COUNTRY CLUB,IRON,01-Jan-14,31-Jan-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO4203026   ,HWY 60 RV PARK/MORGAN RENTALS LLC,STODDARD,01-Sep-15,30-Sep-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO4211081   ,EL RANCHO TRUCK PLAZA,TEXAS,01-Oct-14,31-Oct-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO4211563   ,JANAS AT THE LAKE,WAYNE,01-Sep-15,30-Sep-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO4212833   ,CROWN RIDGE RESTAURANT,STE GENEVIEVE,01-Nov-15,30-Nov-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO4231318   ,RONS BUTCHER SHOP & GROCERY,CAPE GIRARDEAU,01-Oct-13,31-Oct-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO4241970   ,USACE CAMP SEMO WAPPAPELLO,WAYNE,01-Jul-13,31-Jul-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO4243048   ,PHEASANT ACRES RV PARK LLC,PHELPS,01-Sep-13,30-Sep-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO4282793   ,CROWN VALLEY WINERY,STE GENEVIEVE,01-Nov-15,30-Nov-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO4283114   ,HOT SHOTS,WASHINGTON,01-Nov-15,30-Nov-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO4283124   ,CROWN VALLEY MICRO BREWERY,STE GENEVIEVE,01-Nov-15,30-Nov-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO4283192   ,21 AUCTION,WASHINGTON,01-Jun-16,30-Jun-16,1A,"MCL, E. COLI, POS E COLI (RTCR)",E. COLI,3014,1
MO4283197   ,DOLLAR GENERAL 16317 BOLLINGER,BOLLINGER,01-May-16,31-May-16,1A,"MCL, E. COLI, POS E COLI (RTCR)",E. COLI,3014,1
MO4292490   ,21 EXPRESS,IRON,01-Jul-14,31-Jul-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,1
MO4292680   ,STOP & GO,BUTLER,08-Sep-16,24-Jan-17,2A,"LEVEL 1 ASSESS, TC POS RT NO RPT (RTCR)",REVISED TOTAL COLIFORM RULE (RTCR),8000,1
