PWSID,Name,County,FedBgnDt,FedEndDt,VioType,VioName,Analyte,AnalyteCode,count
MO4191461   ,MILLERS MOTOR LODGE,BUTLER,01-Oct-13,31-Oct-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,11
MO4191461   ,MILLERS MOTOR LODGE,BUTLER,01-May-14,31-May-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,11
MO4191461   ,MILLERS MOTOR LODGE,BUTLER,01-Jun-14,30-Jun-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,11
MO4191461   ,MILLERS MOTOR LODGE,BUTLER,01-Dec-14,31-Dec-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,11
MO4191461   ,MILLERS MOTOR LODGE,BUTLER,01-Jun-15,30-Jun-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,11
MO4191461   ,MILLERS MOTOR LODGE,BUTLER,01-Aug-14,31-Aug-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,11
MO4191461   ,MILLERS MOTOR LODGE,BUTLER,01-Apr-15,30-Apr-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,11
MO4191461   ,MILLERS MOTOR LODGE,BUTLER,01-Jan-15,31-Jan-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,11
MO4191461   ,MILLERS MOTOR LODGE,BUTLER,01-Nov-13,30-Nov-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,11
MO4191461   ,MILLERS MOTOR LODGE,BUTLER,01-May-15,31-May-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,11
MO4191461   ,MILLERS MOTOR LODGE,BUTLER,01-Feb-15,28-Feb-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,11
MO3036123   ,BLUE BRANCH IMPROVEMENT ASSOCIATION INC,BENTON,01-Feb-14,28-Feb-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,10
MO3036123   ,BLUE BRANCH IMPROVEMENT ASSOCIATION INC,BENTON,01-Jun-14,30-Jun-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,10
MO3036123   ,BLUE BRANCH IMPROVEMENT ASSOCIATION INC,BENTON,01-Jul-13,31-Jul-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,10
MO3036123   ,BLUE BRANCH IMPROVEMENT ASSOCIATION INC,BENTON,01-Apr-14,30-Apr-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,10
MO3036123   ,BLUE BRANCH IMPROVEMENT ASSOCIATION INC,BENTON,01-Nov-13,30-Nov-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,10
MO3036123   ,BLUE BRANCH IMPROVEMENT ASSOCIATION INC,BENTON,01-Dec-13,31-Dec-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,10
MO3036123   ,BLUE BRANCH IMPROVEMENT ASSOCIATION INC,BENTON,01-Jun-13,30-Jun-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,10
MO3036123   ,BLUE BRANCH IMPROVEMENT ASSOCIATION INC,BENTON,01-Sep-13,30-Sep-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,10
MO3036123   ,BLUE BRANCH IMPROVEMENT ASSOCIATION INC,BENTON,01-Oct-13,31-Oct-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,10
MO3036123   ,BLUE BRANCH IMPROVEMENT ASSOCIATION INC,BENTON,01-Aug-13,31-Aug-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,10
MO4010270   ,FARMINGTON,ST FRANCOIS,01-Sep-14,30-Sep-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,10
MO4010270   ,FARMINGTON,ST FRANCOIS,01-Aug-14,31-Aug-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,10
MO4010270   ,FARMINGTON,ST FRANCOIS,01-Nov-15,30-Nov-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,10
MO4010270   ,FARMINGTON,ST FRANCOIS,01-Oct-15,31-Oct-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,10
MO4010270   ,FARMINGTON,ST FRANCOIS,01-Oct-14,31-Oct-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,10
MO4010270   ,FARMINGTON,ST FRANCOIS,01-Jul-13,31-Jul-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,10
MO4010270   ,FARMINGTON,ST FRANCOIS,01-Jun-14,30-Jun-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,10
MO4010270   ,FARMINGTON,ST FRANCOIS,01-Sep-15,30-Sep-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,10
MO4010270   ,FARMINGTON,ST FRANCOIS,01-Aug-15,31-Aug-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,10
MO4010270   ,FARMINGTON,ST FRANCOIS,01-May-15,31-May-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,10
MO3011121   ,RHINELAND,MONTGOMERY,01-Aug-13,31-Aug-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,9
MO3011121   ,RHINELAND,MONTGOMERY,01-May-14,31-May-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,9
MO3011121   ,RHINELAND,MONTGOMERY,01-Dec-14,31-Dec-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,9
MO3011121   ,RHINELAND,MONTGOMERY,01-Sep-13,30-Sep-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,9
MO3011121   ,RHINELAND,MONTGOMERY,01-May-15,31-May-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,9
MO3011121   ,RHINELAND,MONTGOMERY,01-Jan-15,31-Jan-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,9
MO3011121   ,RHINELAND,MONTGOMERY,01-Jun-15,30-Jun-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,9
MO3011121   ,RHINELAND,MONTGOMERY,01-Jul-13,31-Jul-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,9
MO3011121   ,RHINELAND,MONTGOMERY,01-Aug-14,31-Aug-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,9
MO3031358   ,MORGAN CO PWSD # 2,MORGAN,01-Sep-14,30-Sep-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,8
MO3031358   ,MORGAN CO PWSD # 2,MORGAN,01-Jul-14,31-Jul-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,8
MO3031358   ,MORGAN CO PWSD # 2,MORGAN,01-Feb-15,28-Feb-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,8
MO3031358   ,MORGAN CO PWSD # 2,MORGAN,01-Sep-13,30-Sep-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,8
MO3031358   ,MORGAN CO PWSD # 2,MORGAN,01-Nov-15,30-Nov-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,8
MO3031358   ,MORGAN CO PWSD # 2,MORGAN,01-Oct-13,31-Oct-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,8
MO3031358   ,MORGAN CO PWSD # 2,MORGAN,01-Dec-15,31-Dec-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,8
MO3031358   ,MORGAN CO PWSD # 2,MORGAN,01-Mar-14,31-Mar-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,8
MO5031621   ,GREEN ACRES HOMEOWNERS ASSOC,TANEY,01-Jan-16,31-Jan-16,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,8
MO5031621   ,GREEN ACRES HOMEOWNERS ASSOC,TANEY,01-Oct-13,31-Oct-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,8
MO5031621   ,GREEN ACRES HOMEOWNERS ASSOC,TANEY,01-Nov-15,30-Nov-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,8
MO5031621   ,GREEN ACRES HOMEOWNERS ASSOC,TANEY,01-Dec-15,31-Dec-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,8
MO5031621   ,GREEN ACRES HOMEOWNERS ASSOC,TANEY,01-Jan-15,31-Jan-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,8
MO5031621   ,GREEN ACRES HOMEOWNERS ASSOC,TANEY,01-Sep-15,30-Sep-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,8
MO5031621   ,GREEN ACRES HOMEOWNERS ASSOC,TANEY,01-Oct-15,31-Oct-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,8
MO5031621   ,GREEN ACRES HOMEOWNERS ASSOC,TANEY,01-Apr-15,30-Apr-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,8
MO5292380   ,D DIAMOND TRAVEL PLAZA,DALLAS,01-Jun-15,30-Jun-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,8
MO5292380   ,D DIAMOND TRAVEL PLAZA,DALLAS,01-Jul-15,31-Jul-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,8
MO5292380   ,D DIAMOND TRAVEL PLAZA,DALLAS,01-Jul-13,31-Jul-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,8
MO5292380   ,D DIAMOND TRAVEL PLAZA,DALLAS,01-Sep-14,30-Sep-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,8
MO5292380   ,D DIAMOND TRAVEL PLAZA,DALLAS,01-Oct-14,31-Oct-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,8
MO5292380   ,D DIAMOND TRAVEL PLAZA,DALLAS,01-May-15,31-May-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,8
MO5292380   ,D DIAMOND TRAVEL PLAZA,DALLAS,01-Apr-15,30-Apr-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,8
MO5292380   ,D DIAMOND TRAVEL PLAZA,DALLAS,01-Aug-14,31-Aug-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,8
MO4031631   ,RIDGE CREEK WATER COMPANY LLC,PULASKI,01-Oct-15,31-Oct-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,7
MO4031631   ,RIDGE CREEK WATER COMPANY LLC,PULASKI,01-Nov-15,30-Nov-15,21,"MCL (TCR), ACUTE",COLIFORM (TCR)                          ,3100,7
MO4031631   ,RIDGE CREEK WATER COMPANY LLC,PULASKI,01-Dec-15,31-Dec-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,7
MO4031631   ,RIDGE CREEK WATER COMPANY LLC,PULASKI,01-Feb-16,29-Feb-16,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,7
MO4031631   ,RIDGE CREEK WATER COMPANY LLC,PULASKI,01-Nov-15,30-Nov-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,7
MO4031631   ,RIDGE CREEK WATER COMPANY LLC,PULASKI,01-Jan-16,31-Jan-16,21,"MCL (TCR), ACUTE",COLIFORM (TCR)                          ,3100,7
MO4031631   ,RIDGE CREEK WATER COMPANY LLC,PULASKI,01-Jan-16,31-Jan-16,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,7
MO5011066   ,BAKERSFIELD,OZARK,01-Oct-14,31-Oct-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,7
MO5011066   ,BAKERSFIELD,OZARK,01-Oct-14,31-Oct-14,21,"MCL (TCR), ACUTE",COLIFORM (TCR)                          ,3100,7
MO5011066   ,BAKERSFIELD,OZARK,01-Nov-15,30-Nov-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,7
MO5011066   ,BAKERSFIELD,OZARK,01-Jun-15,30-Jun-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,7
MO5011066   ,BAKERSFIELD,OZARK,01-Oct-15,31-Oct-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,7
MO5011066   ,BAKERSFIELD,OZARK,01-Nov-14,30-Nov-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,7
MO5011066   ,BAKERSFIELD,OZARK,01-Jul-15,31-Jul-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,7
MO5043117   ,WARRENS OAKLAND PARK,STONE,01-Oct-15,31-Oct-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,7
MO5043117   ,WARRENS OAKLAND PARK,STONE,01-Sep-15,30-Sep-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,7
MO5043117   ,WARRENS OAKLAND PARK,STONE,01-Dec-14,31-Dec-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,7
MO5043117   ,WARRENS OAKLAND PARK,STONE,01-Jan-16,31-Jan-16,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,7
MO5043117   ,WARRENS OAKLAND PARK,STONE,01-Dec-15,31-Dec-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,7
MO5043117   ,WARRENS OAKLAND PARK,STONE,01-Nov-15,30-Nov-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,7
MO5043117   ,WARRENS OAKLAND PARK,STONE,01-Jan-15,31-Jan-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,7
MO5213087   ,FRATERNAL ORDER OF BEARS # 27,WEBSTER,01-Jun-15,30-Jun-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,7
MO5213087   ,FRATERNAL ORDER OF BEARS # 27,WEBSTER,01-Oct-14,31-Oct-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,7
MO5213087   ,FRATERNAL ORDER OF BEARS # 27,WEBSTER,01-Mar-15,31-Mar-15,21,"MCL (TCR), ACUTE",COLIFORM (TCR)                          ,3100,7
MO5213087   ,FRATERNAL ORDER OF BEARS # 27,WEBSTER,01-Mar-15,31-Mar-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,7
MO5213087   ,FRATERNAL ORDER OF BEARS # 27,WEBSTER,01-Jan-16,31-Jan-16,21,"MCL (TCR), ACUTE",COLIFORM (TCR)                          ,3100,7
MO5213087   ,FRATERNAL ORDER OF BEARS # 27,WEBSTER,01-Jan-16,31-Jan-16,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,7
MO5213087   ,FRATERNAL ORDER OF BEARS # 27,WEBSTER,01-Jun-15,30-Jun-15,21,"MCL (TCR), ACUTE",COLIFORM (TCR)                          ,3100,7
MO5282846   ,AMERICAN VETERANS POST 116,CEDAR,01-Oct-15,31-Oct-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,7
MO5282846   ,AMERICAN VETERANS POST 116,CEDAR,01-Nov-15,30-Nov-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,7
MO5282846   ,AMERICAN VETERANS POST 116,CEDAR,01-Mar-16,31-Mar-16,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,7
MO5282846   ,AMERICAN VETERANS POST 116,CEDAR,01-Sep-14,30-Sep-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,7
MO5282846   ,AMERICAN VETERANS POST 116,CEDAR,01-Aug-15,31-Aug-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,7
MO5282846   ,AMERICAN VETERANS POST 116,CEDAR,01-Jul-15,31-Jul-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,7
MO5282846   ,AMERICAN VETERANS POST 116,CEDAR,01-Sep-15,30-Sep-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,7
MO6010838   ,WASHINGTON,FRANKLIN,01-Jul-15,31-Jul-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,7
MO6010838   ,WASHINGTON,FRANKLIN,01-May-15,31-May-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,7
MO6010838   ,WASHINGTON,FRANKLIN,01-Oct-14,31-Oct-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,7
MO6010838   ,WASHINGTON,FRANKLIN,01-Dec-14,31-Dec-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,7
MO6010838   ,WASHINGTON,FRANKLIN,01-Jul-15,31-Jul-15,21,"MCL (TCR), ACUTE",COLIFORM (TCR)                          ,3100,7
MO6010838   ,WASHINGTON,FRANKLIN,01-Jun-15,30-Jun-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,7
MO6010838   ,WASHINGTON,FRANKLIN,01-Nov-14,30-Nov-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,7
MO6213062   ,CEDAR LAKE CELLARS,WARREN,01-Oct-14,31-Oct-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,7
MO6213062   ,CEDAR LAKE CELLARS,WARREN,01-Nov-14,30-Nov-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,7
MO6213062   ,CEDAR LAKE CELLARS,WARREN,01-Jul-14,31-Jul-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,7
MO6213062   ,CEDAR LAKE CELLARS,WARREN,01-Dec-14,31-Dec-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,7
MO6213062   ,CEDAR LAKE CELLARS,WARREN,01-Jun-15,30-Jun-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,7
MO6213062   ,CEDAR LAKE CELLARS,WARREN,01-May-13,31-May-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,7
MO6213062   ,CEDAR LAKE CELLARS,WARREN,01-Jun-13,30-Jun-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,7
MO3036133   ,POM OSA HEIGHT SUBD,BENTON,01-Jun-13,30-Jun-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,6
MO3036133   ,POM OSA HEIGHT SUBD,BENTON,01-Sep-13,30-Sep-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,6
MO3036133   ,POM OSA HEIGHT SUBD,BENTON,01-Nov-13,30-Nov-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,6
MO3036133   ,POM OSA HEIGHT SUBD,BENTON,01-Aug-13,31-Aug-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,6
MO3036133   ,POM OSA HEIGHT SUBD,BENTON,01-Jul-13,31-Jul-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,6
MO3036133   ,POM OSA HEIGHT SUBD,BENTON,01-Aug-15,31-Aug-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,6
MO3100031   ,STERETT CREEK MARINA,BENTON,01-Oct-14,31-Oct-14,21,"MCL (TCR), ACUTE",COLIFORM (TCR)                          ,3100,6
MO3100031   ,STERETT CREEK MARINA,BENTON,01-Oct-14,31-Oct-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,6
MO3100031   ,STERETT CREEK MARINA,BENTON,01-Aug-14,31-Aug-14,21,"MCL (TCR), ACUTE",COLIFORM (TCR)                          ,3100,6
MO3100031   ,STERETT CREEK MARINA,BENTON,01-Aug-14,31-Aug-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,6
MO3100031   ,STERETT CREEK MARINA,BENTON,01-Jul-14,31-Jul-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,6
MO3100031   ,STERETT CREEK MARINA,BENTON,01-Sep-14,30-Sep-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,6
MO3191371   ,MORELAND HOMEOWNERS ASSOCIATION,MARIES,01-Aug-13,31-Aug-13,21,"MCL (TCR), ACUTE",COLIFORM (TCR)                          ,3100,6
MO3191371   ,MORELAND HOMEOWNERS ASSOCIATION,MARIES,01-Aug-13,31-Aug-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,6
MO3191371   ,MORELAND HOMEOWNERS ASSOCIATION,MARIES,01-Jun-15,30-Jun-15,21,"MCL (TCR), ACUTE",COLIFORM (TCR)                          ,3100,6
MO3191371   ,MORELAND HOMEOWNERS ASSOCIATION,MARIES,01-Jun-15,30-Jun-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,6
MO3191371   ,MORELAND HOMEOWNERS ASSOCIATION,MARIES,01-Sep-13,30-Sep-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,6
MO3191371   ,MORELAND HOMEOWNERS ASSOCIATION,MARIES,01-May-15,31-May-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,6
MO3198088   ,MICKEYLAND RESORT,CAMDEN,01-Jun-13,30-Jun-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,6
MO3198088   ,MICKEYLAND RESORT,CAMDEN,01-Feb-15,28-Feb-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,6
MO3198088   ,MICKEYLAND RESORT,CAMDEN,01-Oct-14,31-Oct-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,6
MO3198088   ,MICKEYLAND RESORT,CAMDEN,01-Nov-14,30-Nov-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,6
MO3198088   ,MICKEYLAND RESORT,CAMDEN,01-May-13,31-May-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,6
MO3198088   ,MICKEYLAND RESORT,CAMDEN,01-Dec-14,31-Dec-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,6
MO4024109   ,CARTER CO PWSD 2,CARTER,01-Apr-13,30-Apr-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,6
MO4024109   ,CARTER CO PWSD 2,CARTER,01-Apr-13,30-Apr-13,21,"MCL (TCR), ACUTE",COLIFORM (TCR)                          ,3100,6
MO4024109   ,CARTER CO PWSD 2,CARTER,01-May-13,31-May-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,6
MO4024109   ,CARTER CO PWSD 2,CARTER,01-Aug-14,31-Aug-14,21,"MCL (TCR), ACUTE",COLIFORM (TCR)                          ,3100,6
MO4024109   ,CARTER CO PWSD 2,CARTER,01-Aug-14,31-Aug-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,6
MO4024109   ,CARTER CO PWSD 2,CARTER,01-Aug-13,31-Aug-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,6
MO4173024   ,ST LAWRENCE PARISH PROPERTIES,SCOTT,01-Jun-15,30-Jun-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,6
MO4173024   ,ST LAWRENCE PARISH PROPERTIES,SCOTT,01-Aug-13,31-Aug-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,6
MO4173024   ,ST LAWRENCE PARISH PROPERTIES,SCOTT,01-Oct-13,31-Oct-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,6
MO4173024   ,ST LAWRENCE PARISH PROPERTIES,SCOTT,01-Nov-13,30-Nov-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,6
MO4173024   ,ST LAWRENCE PARISH PROPERTIES,SCOTT,01-Sep-13,30-Sep-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,6
MO4173024   ,ST LAWRENCE PARISH PROPERTIES,SCOTT,01-Jul-15,31-Jul-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,6
MO5010576   ,NIXA,CHRISTIAN,01-Jun-14,30-Jun-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,6
MO5010576   ,NIXA,CHRISTIAN,01-Jul-13,31-Jul-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,6
MO5010576   ,NIXA,CHRISTIAN,01-Oct-13,31-Oct-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,6
MO5010576   ,NIXA,CHRISTIAN,01-Nov-14,30-Nov-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,6
MO5010576   ,NIXA,CHRISTIAN,01-Nov-13,30-Nov-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,6
MO5010576   ,NIXA,CHRISTIAN,01-Jul-14,31-Jul-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,6
MO5031511   ,MORNINGSIDE CHURCH RETREAT,STONE,01-Feb-14,28-Feb-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,6
MO5031511   ,MORNINGSIDE CHURCH RETREAT,STONE,01-Mar-13,31-Mar-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,6
MO5031511   ,MORNINGSIDE CHURCH RETREAT,STONE,01-Jan-14,31-Jan-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,6
MO5031511   ,MORNINGSIDE CHURCH RETREAT,STONE,01-May-13,31-May-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,6
MO5031511   ,MORNINGSIDE CHURCH RETREAT,STONE,01-May-13,31-May-13,21,"MCL (TCR), ACUTE",COLIFORM (TCR)                          ,3100,6
MO5031511   ,MORNINGSIDE CHURCH RETREAT,STONE,01-Feb-13,28-Feb-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,6
MO5036201   ,STONEBRIDGE WEST SUBD,STONE,01-Sep-15,30-Sep-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,6
MO5036201   ,STONEBRIDGE WEST SUBD,STONE,01-May-14,31-May-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,6
MO5036201   ,STONEBRIDGE WEST SUBD,STONE,01-Sep-14,30-Sep-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,6
MO5036201   ,STONEBRIDGE WEST SUBD,STONE,01-Oct-15,31-Oct-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,6
MO5036201   ,STONEBRIDGE WEST SUBD,STONE,01-May-15,31-May-15,21,"MCL (TCR), ACUTE",COLIFORM (TCR)                          ,3100,6
MO5036201   ,STONEBRIDGE WEST SUBD,STONE,01-May-15,31-May-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,6
